STUDENT ID,Student_Age,Sex,Graduated High-School Type,Scholarship Type,Additional Work,Sports Activity,Transportation,Weekly Study Hours,Attendance,Reading,Notes,Listening in Class,Project Work,Grade
S01569,19,Male,Public,Athletic,No,No,Car,5,53.64,93,74,39,No,78
S01570,22,Female,Private,Athletic,Yes,Yes,Car,35,65.15,82,16,70,No,99
S01571,18,Female,Public,Merit-based,No,No,Bike,2,82.24,81,88,49,No,17
S01572,24,Female,Specialized,Athletic,No,No,Car,3,69.26,0,0,21,Yes,94
S01573,22,Male,Specialized,Athletic,Yes,Yes,Car,26,97.39,40,11,6,Yes,39
S01574,22,Female,Public,Athletic,Yes,No,Other,37,83.41,52,2,72,Yes,12
S01575,24,Female,Private,Athletic,Yes,No,Bike,24,93.2,79,72,34,No,72
S01576,23,Female,Public,Need-based,Yes,Yes,Bike,36,55.71,63,82,23,No,63
S01577,23,Male,Private,Merit-based,No,Yes,Car,26,72.53,39,18,35,No,48
S01578,18,Male,Specialized,Need-based,No,Yes,Other,35,52.07,61,83,52,Yes,70
S01579,22,Female,Public,None,Yes,No,Other,35,94.75,54,74,81,Yes,96
S01580,19,Male,Specialized,Athletic,Yes,No,Other,6,57.34,91,87,25,No,23
S01581,20,Female,Private,None,No,Yes,Other,29,90.27,10,21,78,Yes,99
S01582,18,Male,Private,Need-based,No,No,Bus,28,96.19,51,0,55,No,26
S01583,21,Female,Public,None,Yes,Yes,Car,39,72.09,95,52,85,Yes,42
S01584,24,Male,Public,Athletic,No,No,Car,4,69.47,25,43,88,Yes,9
S01585,22,Female,Public,None,No,Yes,Car,5,80.01,73,9,42,No,12
S01586,18,Female,Specialized,Need-based,No,Yes,Bike,6,87.02,86,74,88,No,60
S01587,17,Male,Private,Athletic,Yes,Yes,Bike,38,82.28,47,7,40,Yes,21
S01588,17,Female,Private,Merit-based,Yes,No,Other,31,50.06,44,16,88,No,53
S01589,23,Female,Specialized,Need-based,No,Yes,Bike,14,89.3,32,69,37,Yes,5
S01590,24,Female,Public,Athletic,Yes,Yes,Walk,12,57.37,63,6,88,Yes,49
S01591,20,Female,Public,Merit-based,No,No,Car,17,72.48,77,62,6,No,20
S01592,19,Male,Specialized,None,No,Yes,Car,9,64.12,8,94,39,No,90
S01593,20,Female,Private,None,Yes,No,Bus,39,96.4,77,36,23,Yes,43
S01594,20,Male,Private,None,Yes,Yes,Bus,10,75.11,99,67,82,No,97
S01595,20,Male,Private,Athletic,No,Yes,Walk,39,76.11,1,63,21,Yes,69
S01596,24,Male,Private,None,Yes,Yes,Bus,39,53.81,74,6,45,No,6
S01597,20,Male,Specialized,None,Yes,Yes,Other,1,94.87,13,15,22,Yes,34
S01598,21,Female,Private,Merit-based,Yes,Yes,Other,26,61.95,35,88,83,No,93
S01599,24,Female,Specialized,Merit-based,Yes,Yes,Car,7,70.7,34,99,83,No,74
S01600,21,Male,Public,Merit-based,No,Yes,Other,37,99.26,63,98,6,No,63
S01601,24,Female,Specialized,Athletic,No,No,Bus,15,55.69,24,13,33,No,29
S01602,23,Male,Private,Need-based,Yes,Yes,Walk,23,85.93,96,35,10,Yes,57
S01603,18,Female,Public,None,No,No,Other,22,63.01,8,72,42,No,57
S01604,17,Female,Specialized,None,Yes,No,Car,13,70.99,76,10,71,No,20
S01605,20,Female,Specialized,Athletic,Yes,No,Car,26,70.91,42,0,10,No,40
S01606,23,Male,Specialized,None,Yes,No,Bus,9,96.61,9,8,42,No,10
S01607,18,Male,Public,Athletic,No,No,Other,27,50.52,56,24,24,No,69
S01608,17,Female,Specialized,Athletic,No,No,Bus,24,68.36,32,14,30,No,82
S01609,22,Male,Private,Athletic,No,Yes,Car,1,92.62,8,57,25,No,46
S01610,19,Male,Public,Need-based,Yes,Yes,Walk,32,95.53,53,23,73,Yes,24
S01611,21,Female,Public,Athletic,No,Yes,Other,34,65.57,12,71,96,Yes,31
S01612,22,Male,Specialized,Need-based,No,Yes,Walk,12,62.1,23,92,70,Yes,26
S01613,24,Female,Private,Need-based,Yes,Yes,Other,4,73.06,61,70,99,No,45
S01614,17,Female,Public,None,Yes,No,Car,4,87.29,39,45,44,No,11
S01615,22,Female,Specialized,Merit-based,Yes,No,Other,21,57.7,58,17,57,Yes,12
S01616,19,Male,Private,Need-based,Yes,No,Car,33,89.22,55,66,63,Yes,68
S01617,23,Female,Specialized,Need-based,No,Yes,Bike,0,75.63,63,62,19,Yes,11
S01618,17,Female,Specialized,Merit-based,No,Yes,Car,16,57.04,59,23,78,Yes,48
S01619,22,Male,Public,Need-based,Yes,Yes,Car,8,83.59,80,83,79,No,89
S01620,21,Male,Public,Merit-based,Yes,Yes,Other,9,81.41,96,30,98,No,34
S01621,21,Male,Specialized,None,Yes,No,Walk,14,81.12,22,89,61,No,17
S01622,18,Male,Public,Athletic,Yes,No,Car,28,87.74,26,37,60,Yes,81
S01623,22,Female,Public,Merit-based,No,Yes,Other,24,59.06,60,42,84,Yes,66
S01624,20,Male,Private,Athletic,Yes,No,Car,20,84.87,43,7,53,Yes,89
S01625,22,Male,Private,Merit-based,Yes,Yes,Bus,16,94.36,56,95,34,No,42
S01626,23,Male,Specialized,Athletic,No,Yes,Bus,26,76.52,42,71,33,No,47
S01627,17,Male,Specialized,None,Yes,Yes,Bus,27,74.3,61,4,0,Yes,78
S01628,17,Female,Specialized,Need-based,Yes,No,Bus,22,89.89,25,79,8,No,25
S01629,23,Male,Specialized,None,Yes,No,Walk,38,57.31,87,26,93,No,64
S01630,22,Female,Private,Need-based,Yes,No,Car,35,67.04,74,62,20,Yes,77
S01631,23,Male,Public,Athletic,Yes,Yes,Bus,2,92.69,92,64,81,No,50
S01632,19,Female,Private,Athletic,No,Yes,Other,32,74.99,63,62,21,No,98
S01633,24,Female,Specialized,Need-based,No,Yes,Bus,6,92.02,68,4,89,Yes,8
S01634,23,Male,Specialized,Merit-based,No,No,Bike,4,62.59,23,66,75,Yes,90
S01635,21,Female,Private,None,No,Yes,Bike,25,69.48,72,51,30,No,31
S01636,23,Male,Private,Merit-based,Yes,Yes,Walk,16,91.18,73,80,36,Yes,68
S01637,17,Female,Specialized,Athletic,Yes,No,Bike,16,58.17,10,96,99,No,56
S01638,21,Female,Public,None,Yes,Yes,Other,2,94.74,94,82,47,Yes,61
S01639,17,Female,Specialized,None,Yes,No,Bus,2,65.49,66,3,1,No,95
S01640,18,Male,Private,Merit-based,Yes,No,Bike,33,98.63,88,76,15,No,30
S01641,20,Female,Specialized,Need-based,Yes,Yes,Bike,7,91.39,52,50,49,No,69
S01642,17,Male,Specialized,Need-based,No,Yes,Walk,5,72.78,42,42,22,Yes,52
S01643,21,Female,Public,None,Yes,Yes,Bike,36,87.11,26,54,98,Yes,55
S01644,18,Female,Specialized,Need-based,Yes,Yes,Bus,21,77.76,0,89,5,Yes,94
S01645,17,Female,Specialized,Athletic,No,No,Car,32,92.66,48,40,60,No,94
S01646,19,Female,Specialized,Merit-based,No,No,Bus,6,75.91,47,30,35,Yes,43
S01647,23,Female,Private,Merit-based,Yes,No,Bike,39,99.4,79,34,21,Yes,61
S01648,20,Female,Private,Merit-based,No,No,Bike,18,56.68,98,79,61,No,59
S01649,17,Male,Public,None,No,No,Bike,9,83.82,78,56,10,No,38
S01650,18,Male,Specialized,None,Yes,No,Walk,22,62.28,97,23,97,No,6
S01651,19,Male,Private,Need-based,Yes,No,Other,1,59.56,52,52,84,Yes,51
S01652,22,Female,Public,Merit-based,No,Yes,Bus,20,70.41,10,29,76,No,73
S01653,18,Male,Specialized,Athletic,No,Yes,Bike,23,68.37,8,80,44,No,94
S01654,23,Female,Public,Athletic,No,Yes,Car,12,52.32,60,76,81,Yes,44
S01655,18,Male,Public,Merit-based,No,Yes,Walk,4,71.39,87,6,55,Yes,4
S01656,19,Male,Public,None,No,Yes,Other,17,97.6,98,8,44,No,31
S01657,18,Female,Public,None,No,Yes,Bike,10,73.34,21,20,43,No,77
S01658,19,Female,Public,None,Yes,No,Bus,36,65.09,70,29,93,Yes,40
S01659,17,Male,Public,Athletic,Yes,Yes,Car,31,97.45,43,21,87,Yes,13
S01660,24,Male,Public,Merit-based,No,Yes,Walk,27,75.29,29,46,0,No,7
S01661,19,Male,Specialized,Athletic,No,No,Bus,21,64.36,59,61,27,No,83
S01662,19,Male,Specialized,Merit-based,Yes,No,Bus,27,89.15,92,30,3,No,40
S01663,20,Female,Public,Athletic,No,Yes,Walk,0,61.18,54,3,3,Yes,73
S01664,19,Male,Specialized,Athletic,Yes,No,Bus,5,62.39,38,9,77,No,9
S01665,19,Female,Public,Need-based,No,Yes,Car,10,66.22,40,29,74,Yes,7
S01666,22,Female,Specialized,Athletic,No,No,Car,32,69.74,8,93,86,Yes,80
S01667,24,Male,Private,Merit-based,No,Yes,Bus,15,79.14,0,6,75,Yes,51
S01668,17,Female,Public,Athletic,No,Yes,Bike,12,75.76,2,14,57,No,51
S01669,23,Male,Private,Need-based,Yes,Yes,Bus,20,87.19,68,18,41,No,76
S01670,20,Female,Public,Need-based,Yes,No,Bike,38,85.86,10,73,67,Yes,36
S01671,22,Female,Public,Merit-based,Yes,No,Bus,23,52.28,3,38,64,Yes,35
S01672,21,Male,Private,Need-based,Yes,Yes,Other,26,56.7,32,90,39,Yes,20
S01673,24,Female,Private,Need-based,No,No,Car,36,60.76,32,2,73,Yes,43
S01674,17,Female,Private,None,Yes,No,Bus,2,79.88,44,98,6,No,46
S01675,17,Male,Public,Merit-based,Yes,Yes,Car,11,94.76,19,51,1,Yes,65
S01676,21,Female,Private,Need-based,Yes,Yes,Walk,6,66.25,36,81,86,No,93
S01677,23,Female,Private,Need-based,No,No,Other,19,98.19,83,87,33,No,18
S01678,19,Male,Specialized,Need-based,No,No,Bike,14,58.64,97,12,50,Yes,78
S01679,22,Male,Specialized,Merit-based,No,Yes,Walk,0,96.24,20,43,11,Yes,23
S01680,18,Female,Private,None,No,No,Other,9,90.05,57,80,55,Yes,76
S01681,20,Female,Private,Athletic,No,No,Walk,13,69.45,50,16,75,Yes,87
S01682,18,Female,Private,None,Yes,No,Car,14,60.32,70,74,15,Yes,50
S01683,21,Male,Private,Merit-based,Yes,Yes,Other,33,69.56,15,16,7,Yes,0
S01684,17,Female,Specialized,Merit-based,Yes,No,Walk,24,60.69,95,51,41,No,17
S01685,23,Female,Public,Merit-based,Yes,No,Bike,30,78.06,35,48,5,No,81
S01686,17,Female,Private,Athletic,No,Yes,Other,9,78.74,49,82,78,Yes,50
S01687,20,Female,Private,Merit-based,Yes,No,Other,36,88.41,74,70,48,No,38
S01688,17,Female,Specialized,None,No,Yes,Walk,5,76.39,47,18,10,No,58
S01689,17,Female,Private,Need-based,No,Yes,Bus,5,67.26,28,33,61,Yes,10
S01690,20,Male,Private,Need-based,Yes,Yes,Bike,27,95.58,41,92,29,Yes,27
S01691,22,Male,Specialized,Merit-based,Yes,Yes,Bike,37,53.9,97,29,9,Yes,10
S01692,22,Female,Private,Merit-based,Yes,Yes,Walk,13,90.44,58,28,86,Yes,52
S01693,20,Female,Private,Athletic,Yes,Yes,Car,12,70.48,54,47,17,Yes,95
S01694,23,Male,Specialized,Need-based,Yes,No,Car,12,59.05,73,7,61,Yes,33
S01695,21,Male,Public,Athletic,No,Yes,Bus,9,56.02,66,67,8,No,56
S01696,24,Male,Private,Athletic,Yes,No,Bus,15,61.04,21,91,72,No,0
S01697,17,Female,Private,Athletic,No,Yes,Walk,38,56.1,95,51,5,Yes,14
S01698,23,Female,Public,Athletic,No,Yes,Car,34,72.95,83,74,79,Yes,23
S01699,17,Female,Specialized,None,Yes,No,Bike,14,67.48,1,81,75,Yes,39
S01700,24,Female,Public,Merit-based,No,Yes,Car,22,67.83,7,84,1,Yes,56
S01701,21,Male,Private,Merit-based,No,Yes,Walk,36,57.84,40,57,80,Yes,65
S01702,22,Male,Public,Athletic,No,Yes,Car,7,82.99,88,60,25,Yes,69
S01703,23,Male,Specialized,Athletic,No,Yes,Other,25,80.39,10,39,8,No,65
S01704,19,Male,Private,None,No,No,Walk,21,99.11,23,95,4,Yes,80
S01705,19,Female,Specialized,Athletic,Yes,Yes,Other,4,58.38,25,16,91,Yes,70
S01706,24,Female,Specialized,None,Yes,Yes,Walk,33,91.7,34,97,93,No,66
S01707,19,Male,Public,None,Yes,Yes,Bike,26,51.69,4,80,16,Yes,23
S01708,22,Male,Public,Athletic,No,No,Walk,18,53.67,14,14,61,No,50
S01709,24,Male,Specialized,Merit-based,No,Yes,Walk,34,82.4,13,83,46,No,75
S01710,22,Male,Specialized,None,Yes,Yes,Walk,19,70.32,36,10,38,Yes,81
S01711,21,Male,Private,Merit-based,No,No,Walk,37,61.53,17,82,58,Yes,55
S01712,17,Female,Specialized,Merit-based,No,Yes,Bus,12,50.14,75,95,82,No,71
S01713,21,Female,Specialized,None,No,No,Other,17,83.16,66,87,5,Yes,43
S01714,21,Male,Public,Need-based,No,No,Walk,17,72.04,45,69,67,Yes,60
S01715,22,Male,Specialized,None,No,No,Walk,0,58.54,96,81,37,Yes,25
S01716,24,Male,Specialized,Need-based,Yes,No,Bus,31,98.61,67,47,55,Yes,64
S01717,24,Female,Public,None,Yes,No,Car,24,67.54,56,12,13,Yes,0
S01718,19,Female,Private,None,No,Yes,Bus,20,65.15,39,25,79,Yes,2
S01719,18,Female,Public,Merit-based,Yes,Yes,Bus,26,75.52,89,7,53,No,67
S01720,17,Male,Public,Merit-based,Yes,No,Bus,10,63.86,84,25,31,Yes,87
S01721,22,Female,Specialized,Athletic,No,Yes,Walk,0,63.64,44,13,30,No,75
S01722,19,Male,Specialized,Merit-based,Yes,Yes,Bus,18,98.31,15,40,68,No,77
S01723,23,Female,Private,Merit-based,Yes,No,Bus,31,63.06,61,5,16,Yes,87
S01724,18,Female,Specialized,Merit-based,No,No,Bus,7,80.27,22,15,3,Yes,29
S01725,18,Female,Private,Merit-based,Yes,Yes,Walk,18,51.87,87,98,87,No,32
S01726,22,Male,Private,Athletic,No,Yes,Bike,15,57.72,72,33,5,Yes,20
S01727,20,Male,Private,Merit-based,Yes,No,Bike,34,51.1,82,39,63,No,14
S01728,17,Female,Private,Need-based,Yes,Yes,Car,1,76.72,90,90,29,No,62
S01729,18,Male,Specialized,Need-based,Yes,No,Walk,11,74.58,94,99,74,Yes,59
S01730,22,Male,Public,Athletic,Yes,No,Bus,28,66.55,50,11,90,Yes,46
S01731,22,Male,Public,Merit-based,No,No,Bus,9,85.01,0,0,8,Yes,95
S01732,19,Male,Specialized,Need-based,No,Yes,Bus,21,81.29,76,28,23,No,94
S01733,23,Male,Specialized,None,Yes,No,Bike,33,80.02,44,80,19,No,64
S01734,20,Male,Private,Need-based,No,No,Bus,20,66.81,3,81,12,No,50
S01735,17,Male,Specialized,Merit-based,No,No,Bus,36,66.36,54,48,54,No,32
S01736,24,Female,Public,Need-based,Yes,No,Bike,4,93.67,88,15,91,No,97
S01737,21,Male,Specialized,None,Yes,No,Bus,5,77.2,9,98,94,No,74
S01738,23,Male,Specialized,Need-based,No,Yes,Car,31,63.61,86,8,95,No,99
S01739,23,Female,Private,Merit-based,No,Yes,Other,2,77.16,29,58,98,No,97
S01740,19,Female,Private,None,No,Yes,Car,9,63.34,13,38,18,Yes,8
S01741,24,Female,Private,Athletic,No,No,Walk,4,59.26,95,37,46,No,30
S01742,18,Female,Private,None,Yes,Yes,Car,23,64.11,29,5,70,No,28
S01743,18,Male,Public,Need-based,No,No,Car,19,81.44,4,89,66,Yes,76
S01744,19,Female,Specialized,Athletic,No,Yes,Bike,36,75.79,14,80,39,No,9
S01745,22,Female,Specialized,None,No,Yes,Walk,30,58.23,16,87,93,Yes,8
S01746,18,Male,Private,None,Yes,No,Car,16,95.4,47,73,57,No,44
S01747,20,Male,Public,None,No,Yes,Other,23,74.91,96,95,30,No,2
S01748,17,Male,Public,Merit-based,No,Yes,Car,17,89.69,75,58,44,Yes,81
S01749,23,Female,Specialized,Athletic,Yes,Yes,Bus,25,66.53,24,2,53,No,26
S01750,23,Male,Private,Athletic,Yes,No,Bike,6,97.88,18,18,72,Yes,31
S01751,20,Female,Specialized,None,No,Yes,Bus,13,87.6,58,98,97,Yes,7
S01752,24,Male,Specialized,Athletic,Yes,No,Walk,1,72.73,52,26,85,Yes,76
S01753,18,Male,Public,Need-based,No,No,Walk,29,95.11,86,24,26,Yes,17
S01754,23,Female,Public,Need-based,No,No,Bike,16,85.87,38,84,51,No,25
S01755,21,Male,Specialized,None,Yes,Yes,Car,19,71.53,4,65,54,No,79
S01756,24,Male,Private,Need-based,Yes,Yes,Walk,9,98.71,39,83,26,No,84
S01757,17,Male,Private,None,Yes,No,Other,23,64.93,84,22,96,No,88
S01758,17,Male,Specialized,Need-based,No,No,Bike,11,62.83,57,62,44,No,59
S01759,23,Male,Specialized,None,Yes,Yes,Bus,26,94.73,99,57,42,Yes,3
S01760,19,Female,Private,None,No,Yes,Other,14,85.37,77,96,41,Yes,32
S01761,24,Female,Private,Athletic,Yes,Yes,Bike,8,67.28,5,49,5,Yes,93
S01762,23,Male,Private,Athletic,No,Yes,Other,17,61.59,18,7,47,Yes,30
S01763,19,Female,Specialized,None,No,No,Bike,6,58.9,67,50,57,Yes,32
S01764,23,Female,Public,Athletic,Yes,Yes,Bus,27,65.67,23,41,26,Yes,69
S01765,21,Female,Private,Athletic,Yes,No,Car,35,56.28,89,93,31,No,14
S01766,24,Male,Private,Merit-based,No,No,Bike,2,57.27,18,62,37,No,78
S01767,22,Male,Private,Need-based,Yes,Yes,Walk,15,88.83,58,30,85,No,38
S01768,17,Male,Specialized,Athletic,Yes,Yes,Bus,35,53.19,60,58,52,No,30
S01769,23,Female,Public,None,Yes,Yes,Bus,3,71.96,31,81,76,No,72
S01770,21,Female,Public,Merit-based,Yes,Yes,Other,34,70.25,44,94,95,Yes,31
S01771,19,Male,Private,Merit-based,Yes,Yes,Walk,8,98.01,34,89,26,No,63
S01772,19,Male,Specialized,Athletic,Yes,Yes,Other,11,73.28,53,87,39,Yes,37
S01773,17,Female,Public,None,Yes,Yes,Bus,9,58.04,1,50,93,No,41
S01774,20,Female,Specialized,None,No,No,Bike,1,54.42,96,56,34,No,84
S01775,23,Male,Public,None,Yes,No,Walk,18,86.62,73,4,76,Yes,52
S01776,24,Female,Private,None,No,Yes,Bus,12,57.39,44,74,61,No,11
S01777,18,Female,Specialized,None,Yes,No,Walk,32,96.9,32,51,0,Yes,34
S01778,19,Female,Private,Need-based,No,No,Bike,0,77.96,22,87,26,No,78
S01779,24,Female,Public,None,No,Yes,Car,27,70.08,97,64,21,Yes,51
S01780,24,Female,Public,None,Yes,No,Other,39,84.22,35,11,47,No,91
S01781,22,Female,Private,Need-based,Yes,Yes,Other,5,59.95,93,22,23,Yes,95
S01782,24,Female,Public,Athletic,Yes,Yes,Bus,2,69.11,68,51,22,Yes,89
S01783,24,Male,Private,Merit-based,Yes,No,Bus,24,51.67,84,88,52,Yes,61
S01784,22,Male,Private,Need-based,No,Yes,Bike,15,93.88,79,62,34,No,73
S01785,19,Female,Private,Merit-based,No,Yes,Bus,3,71.26,70,75,72,No,22
S01786,24,Female,Public,Merit-based,Yes,Yes,Bus,7,87.94,8,2,26,Yes,0
S01787,20,Female,Specialized,Need-based,No,No,Bus,38,95.84,87,23,6,No,79
S01788,20,Male,Private,None,Yes,No,Walk,15,82.64,48,89,23,Yes,58
S01789,21,Male,Specialized,Merit-based,No,Yes,Walk,37,68.79,25,78,79,Yes,84
S01790,22,Female,Public,None,Yes,Yes,Car,22,80.98,95,94,22,Yes,46
S01791,21,Male,Public,Athletic,No,No,Walk,5,68.02,26,41,6,Yes,80
S01792,22,Female,Specialized,Need-based,Yes,No,Other,15,78.37,40,20,55,Yes,19
S01793,23,Female,Private,Merit-based,No,Yes,Car,15,71.61,82,84,21,Yes,89
S01794,23,Female,Public,None,Yes,No,Bus,22,57.49,71,84,92,No,16
S01795,24,Female,Private,Merit-based,Yes,Yes,Other,15,89.01,5,24,19,Yes,88
S01796,18,Female,Private,Athletic,No,No,Car,35,74.82,82,11,5,No,24
S01797,23,Female,Specialized,Athletic,No,No,Car,11,59.51,86,47,30,Yes,67
S01798,18,Female,Public,Merit-based,No,No,Other,36,94.59,65,81,90,No,91
S01799,23,Male,Specialized,Need-based,No,No,Car,8,92.66,60,73,72,Yes,64
S01800,17,Female,Public,Athletic,No,Yes,Other,17,77.94,66,69,61,Yes,77
S01801,23,Male,Specialized,None,Yes,Yes,Car,8,98.52,65,56,88,Yes,21
S01802,21,Female,Public,Athletic,No,No,Car,20,96.36,76,28,41,Yes,77
S01803,19,Female,Public,None,No,Yes,Car,0,94.85,95,28,96,No,14
S01804,24,Male,Public,Merit-based,No,Yes,Other,22,56.66,42,92,12,No,68
S01805,21,Male,Private,None,No,No,Car,4,64.73,24,45,26,No,14
S01806,19,Female,Private,Merit-based,Yes,No,Walk,18,70.51,61,8,82,Yes,62
S01807,20,Male,Specialized,Athletic,Yes,Yes,Walk,34,91.6,12,31,79,Yes,46
S01808,21,Female,Specialized,Need-based,Yes,No,Walk,32,93.56,93,12,46,No,33
S01809,20,Female,Public,Athletic,Yes,Yes,Walk,17,87.57,82,52,56,No,92
S01810,18,Male,Public,Athletic,No,No,Walk,39,73.62,23,74,77,Yes,85
S01811,18,Male,Private,Athletic,Yes,Yes,Bus,13,58.1,96,97,3,Yes,15
S01812,17,Male,Private,Athletic,Yes,No,Car,19,51.76,58,53,21,Yes,70
S01813,23,Male,Private,Need-based,No,No,Bike,12,84.97,76,28,53,Yes,64
S01814,21,Female,Specialized,Athletic,No,Yes,Bus,15,99.71,94,50,0,No,50
S01815,20,Male,Private,None,No,No,Other,30,67.27,37,75,50,No,6
S01816,19,Male,Specialized,Need-based,No,Yes,Bus,38,78.44,7,48,84,Yes,85
S01817,18,Male,Private,Need-based,No,Yes,Bike,34,90.53,57,94,62,Yes,7
S01818,23,Male,Private,None,No,No,Bus,19,59.32,29,40,29,No,0
S01819,18,Male,Public,Merit-based,Yes,No,Car,0,91.48,18,85,90,Yes,86
S01820,19,Female,Specialized,Athletic,Yes,No,Walk,39,81.27,95,89,33,Yes,31
S01821,23,Female,Private,Need-based,No,No,Car,12,78.49,29,11,28,No,88
S01822,23,Male,Public,Athletic,Yes,Yes,Bus,6,88.11,54,34,67,Yes,44
S01823,20,Male,Specialized,Athletic,No,Yes,Bike,21,62.05,45,3,70,Yes,7
S01824,20,Female,Specialized,None,No,No,Other,6,80.74,37,44,96,No,62
S01825,21,Male,Private,None,Yes,Yes,Car,19,62.02,16,48,56,No,87
S01826,21,Female,Specialized,None,Yes,No,Bike,36,58.98,97,73,75,Yes,99
S01827,22,Female,Public,Athletic,Yes,Yes,Other,35,81.17,79,17,32,No,68
S01828,24,Male,Public,Need-based,Yes,No,Walk,3,63.46,58,45,87,No,46
S01829,22,Female,Specialized,Need-based,Yes,No,Car,5,85.72,36,82,64,Yes,36
S01830,17,Male,Public,Merit-based,No,Yes,Car,2,75.72,54,57,33,No,87
S01831,18,Male,Specialized,Athletic,Yes,No,Walk,2,84.75,5,14,80,No,62
S01832,21,Female,Public,Merit-based,Yes,Yes,Walk,2,94.58,65,57,49,Yes,58
S01833,20,Female,Specialized,Merit-based,No,No,Bus,35,56.91,68,22,56,No,71
S01834,19,Male,Specialized,Merit-based,Yes,Yes,Other,8,53.34,41,22,85,No,1
S01835,20,Female,Specialized,Merit-based,Yes,Yes,Bike,15,70.0,82,84,48,No,95
S01836,18,Male,Public,Merit-based,Yes,Yes,Walk,15,85.84,64,25,47,Yes,86
S01837,22,Female,Specialized,Athletic,Yes,Yes,Bus,11,94.31,88,33,90,Yes,31
S01838,20,Female,Specialized,None,Yes,No,Other,37,51.74,79,40,78,Yes,66
S01839,24,Male,Private,Merit-based,No,No,Other,19,89.65,93,76,78,No,81
S01840,17,Male,Private,Need-based,Yes,No,Car,30,53.77,93,56,55,Yes,98
S01841,18,Male,Specialized,Athletic,Yes,Yes,Bus,29,79.03,9,24,86,No,91
S01842,22,Female,Private,Merit-based,No,No,Bus,20,67.21,39,53,11,No,83
S01843,24,Male,Specialized,Need-based,Yes,No,Car,2,50.88,51,43,90,Yes,21
S01844,19,Male,Private,Merit-based,No,No,Bike,20,54.85,23,96,55,Yes,0
S01845,22,Female,Public,None,No,No,Walk,27,67.69,58,91,8,Yes,41
S01846,23,Female,Public,Athletic,No,Yes,Car,27,97.69,20,12,28,Yes,71
S01847,24,Male,Specialized,None,Yes,No,Walk,4,57.74,51,53,36,Yes,7
S01848,24,Male,Specialized,Need-based,Yes,No,Bus,6,63.6,78,26,20,Yes,83
S01849,17,Male,Public,Merit-based,Yes,Yes,Car,4,99.71,4,7,0,Yes,16
S01850,18,Male,Public,None,Yes,No,Bike,8,74.03,35,99,75,Yes,78
S01851,19,Female,Private,None,No,Yes,Walk,20,63.11,21,42,64,Yes,47
S01852,17,Female,Specialized,Merit-based,No,No,Walk,19,80.8,7,69,26,Yes,85
S01853,22,Male,Public,Athletic,No,Yes,Walk,37,71.8,94,76,23,No,15
S01854,17,Male,Public,Need-based,Yes,Yes,Bus,39,92.92,51,83,87,No,96
S01855,24,Male,Specialized,Athletic,No,No,Walk,36,50.4,0,54,48,No,87
S01856,18,Female,Private,Need-based,Yes,No,Other,16,99.84,83,63,33,No,19
S01857,21,Male,Private,Need-based,No,No,Walk,27,53.32,27,4,56,No,29
S01858,17,Male,Private,None,No,No,Bus,30,76.86,30,58,98,No,32
S01859,23,Female,Private,Merit-based,No,No,Car,32,84.87,52,26,49,Yes,88
S01860,17,Female,Public,Athletic,Yes,No,Walk,31,77.49,23,18,45,No,45
S01861,22,Male,Specialized,None,No,Yes,Walk,31,65.04,44,64,9,No,35
S01862,22,Male,Specialized,None,No,Yes,Car,22,92.77,6,67,87,No,71
S01863,19,Female,Public,None,Yes,Yes,Other,20,71.52,1,65,90,Yes,93
S01864,22,Male,Public,Athletic,No,Yes,Bus,24,65.04,72,25,6,No,79
S01865,20,Male,Public,None,No,No,Car,32,88.42,62,32,13,No,39
S01866,18,Female,Specialized,Merit-based,Yes,Yes,Bus,2,57.29,82,37,98,Yes,78
S01867,18,Female,Specialized,None,Yes,Yes,Car,5,60.25,40,6,14,Yes,26
S01868,21,Female,Specialized,None,Yes,Yes,Bike,27,62.64,88,92,50,No,44
S01869,21,Male,Private,Need-based,Yes,No,Other,1,71.74,22,4,54,Yes,73
S01870,18,Female,Public,None,No,No,Bike,31,51.02,49,8,31,Yes,23
S01871,23,Female,Public,Athletic,No,No,Car,25,99.59,73,12,58,Yes,30
S01872,21,Male,Public,Athletic,Yes,Yes,Car,4,80.01,86,39,72,No,18
S01873,19,Male,Specialized,Merit-based,No,No,Bus,10,98.54,32,47,38,Yes,55
S01874,22,Female,Public,Athletic,No,Yes,Car,9,90.37,42,45,46,No,64
S01875,18,Female,Public,Athletic,Yes,Yes,Bus,14,56.72,82,63,32,No,1
S01876,24,Male,Private,None,No,Yes,Bus,17,60.45,54,63,32,No,38
S01877,21,Male,Specialized,Merit-based,No,No,Car,13,51.72,50,28,37,No,11
S01878,18,Female,Public,Athletic,No,No,Bus,27,91.69,97,17,95,Yes,29
S01879,20,Female,Specialized,Merit-based,Yes,No,Other,29,79.67,36,29,20,No,39
S01880,17,Male,Specialized,Merit-based,No,Yes,Bike,12,60.75,62,73,68,Yes,12
S01881,22,Female,Specialized,Need-based,No,No,Car,19,98.5,66,18,42,No,88
S01882,18,Male,Private,Need-based,No,No,Bus,1,86.84,44,47,10,Yes,96
S01883,17,Female,Specialized,None,Yes,No,Bus,24,85.28,70,8,92,No,88
S01884,21,Male,Specialized,Athletic,Yes,Yes,Bus,11,63.35,48,84,59,Yes,17
S01885,17,Male,Specialized,None,No,Yes,Bus,24,65.67,0,0,45,Yes,71
